order_id,order_date,gross_amount,commission_fee,transaction_fee,shipping_subsidy,refund_flag,refund_amount,net_amount
ORD0008829,2025-11-11,295.2,10.93,4.07,9.03,0,0.0,289.23
ORD0008830,2025-11-11,357.43,8.6,4.15,6.41,0,0.0,351.09
ORD0008831,2025-11-11,191.21,4.01,2.38,6.13,0,0.0,190.95
ORD0008832,2025-11-11,419.01,20.12,6.97,7.43,0,0.0,399.35
ORD0008833,2025-11-11,390.74,17.97,4.18,0.16,0,0.0,368.75
ORD0008834,2025-11-11,157.8,7.81,2.98,2.32,0,0.0,149.33
ORD0008835,2025-11-11,179.74,7.23,3.16,6.5,0,0.0,175.85
ORD0008836,2025-11-11,108.28,4.26,1.94,7.18,0,0.0,109.26
ORD0008837,2025-11-11,261.26,6.86,4.55,6.3,0,0.0,256.15
ORD0008838,2025-11-11,409.43,16.08,4.62,4.11,0,0.0,392.84
ORD0008839,2025-11-11,290.73,10.07,5.03,5.89,0,0.0,281.52
ORD0008840,2025-11-11,190.25,5.96,3.04,7.0,0,0.0,188.25
ORD0008841,2025-11-11,216.91,8.78,2.28,4.06,0,0.0,209.91
ORD0008842,2025-11-11,352.44,7.95,4.53,5.64,0,0.0,345.6
ORD0008843,2025-11-11,266.85,9.37,3.8,0.79,0,0.0,254.47
ORD0008844,2025-11-11,285.3,12.19,4.4,1.7,0,0.0,270.41
ORD0008845,2025-11-11,312.64,14.04,3.69,7.73,0,0.0,302.64
ORD0008846,2025-11-11,374.5,13.0,5.72,3.8,0,0.0,359.58
ORD0008847,2025-11-11,320.32,9.79,6.27,7.78,0,0.0,312.04
ORD0008848,2025-11-11,348.48,12.95,4.72,6.74,0,0.0,337.55
ORD0008849,2025-11-11,339.74,8.1,3.91,3.63,0,0.0,331.36
ORD0008850,2025-11-11,464.7,10.57,6.83,7.71,0,0.0,455.01
ORD0008851,2025-11-11,373.5,16.65,5.42,1.26,0,0.0,352.69
ORD0008852,2025-11-11,282.35,6.72,5.41,1.61,0,0.0,271.83
ORD0008853,2025-11-11,451.02,14.67,6.6,4.09,0,0.0,433.84
ORD0008854,2025-11-11,452.19,14.63,5.62,6.56,0,0.0,438.5
ORD0008855,2025-11-11,188.73,9.34,2.31,2.98,0,0.0,180.06
ORD0008856,2025-11-11,406.55,16.73,4.21,3.23,0,0.0,388.84
ORD0008857,2025-11-11,491.58,21.14,8.56,8.62,0,0.0,470.5
ORD0008858,2025-11-11,119.29,4.78,1.51,9.0,0,0.0,122.0
ORD0008859,2025-11-11,210.54,5.93,3.76,9.13,0,0.0,209.98
ORD0008860,2025-11-11,219.42,6.77,3.4,0.22,0,0.0,209.47
ORD0008861,2025-11-11,313.08,7.98,5.36,7.98,1,192.72,115.0
ORD0008862,2025-11-11,482.08,17.48,5.8,7.62,0,0.0,466.42
ORD0008863,2025-11-11,166.69,3.72,1.93,2.58,0,0.0,163.62
ORD0008864,2025-11-12,94.88,4.05,1.18,5.55,0,0.0,95.2
ORD0008865,2025-11-12,155.66,3.14,2.83,5.6,0,0.0,155.29
ORD0008866,2025-11-12,348.25,14.28,3.92,0.02,0,0.0,330.07
ORD0008867,2025-11-12,72.92,1.68,0.88,0.86,0,0.0,71.22
ORD0008868,2025-11-12,85.73,3.12,1.38,6.13,0,0.0,87.36
ORD0008869,2025-11-12,362.26,8.95,3.7,2.84,0,0.0,352.45
ORD0008870,2025-11-12,143.55,5.0,2.3,9.84,0,0.0,146.09
ORD0008871,2025-11-12,123.71,5.42,2.34,2.49,0,0.0,118.44
ORD0008872,2025-11-12,299.67,8.59,3.21,1.52,0,0.0,289.39
ORD0008873,2025-11-12,57.82,1.42,0.58,0.45,0,0.0,56.27
ORD0008874,2025-11-12,321.97,9.48,4.53,6.87,0,0.0,314.83
ORD0008875,2025-11-12,29.23,0.74,0.54,2.91,0,0.0,30.86
ORD0008876,2025-11-12,131.85,3.36,2.55,2.74,0,0.0,128.68
ORD0008877,2025-11-12,236.24,9.67,4.26,1.1,0,0.0,223.41
ORD0008878,2025-11-12,322.85,13.28,5.32,0.52,1,122.39,182.38
ORD0008879,2025-11-12,117.85,4.23,1.68,2.3,0,0.0,114.24
ORD0008880,2025-11-12,442.01,12.18,7.91,3.97,0,0.0,425.89
ORD0008881,2025-11-12,461.13,16.55,8.1,6.62,0,0.0,443.1
ORD0008882,2025-11-12,250.75,12.15,2.97,1.01,0,0.0,236.64
ORD0008883,2025-11-12,150.76,4.75,2.59,3.66,0,0.0,147.08
ORD0008884,2025-11-12,73.03,2.39,1.31,9.92,0,0.0,79.25
ORD0008885,2025-11-12,470.57,16.39,8.94,6.81,0,0.0,452.05
ORD0008886,2025-11-12,84.12,2.13,1.45,9.99,0,0.0,90.53
ORD0008887,2025-11-12,163.37,4.47,2.83,0.79,0,0.0,156.86
ORD0008888,2025-11-12,177.9,7.25,3.38,4.05,0,0.0,171.32
ORD0008889,2025-11-12,148.81,3.7,1.78,2.3,0,0.0,145.63
ORD0008890,2025-11-12,20.99,0.8,0.33,9.42,0,0.0,29.28
ORD0008891,2025-11-12,119.41,3.77,2.26,9.05,0,0.0,122.43
ORD0008892,2025-11-12,379.28,11.07,6.19,5.69,0,0.0,367.71
ORD0008893,2025-11-12,118.59,4.33,2.29,3.07,1,123.0,-7.96
ORD0008894,2025-11-12,386.76,10.35,4.06,5.45,0,0.0,377.8
ORD0008895,2025-11-12,219.63,6.43,2.67,8.71,0,0.0,219.24
ORD0008896,2025-11-12,58.89,2.1,0.72,5.74,0,0.0,61.81
ORD0008897,2025-11-12,416.95,16.56,4.5,7.65,0,0.0,403.54
ORD0008898,2025-11-12,324.87,14.65,5.27,6.88,0,0.0,311.83
ORD0008899,2025-11-12,313.82,14.04,4.4,0.98,0,0.0,296.36
ORD0008900,2025-11-12,92.11,3.22,1.14,7.58,0,0.0,95.33
ORD0008901,2025-11-12,319.21,7.09,5.52,2.09,0,0.0,308.69
ORD0008902,2025-11-12,402.34,10.32,6.74,8.71,0,0.0,393.99
ORD0008903,2025-11-12,498.26,9.97,5.18,3.1,0,0.0,486.21
ORD0008904,2025-11-12,342.0,8.74,4.92,5.64,0,0.0,333.98
ORD0008905,2025-11-12,227.45,4.76,3.91,2.86,0,0.0,221.64
ORD0008906,2025-11-12,413.06,17.12,4.56,0.09,0,0.0,391.47
ORD0008907,2025-11-12,44.18,1.61,0.79,7.8,0,0.0,49.58
ORD0008908,2025-11-12,221.26,4.66,3.58,7.15,0,0.0,220.17
ORD0008909,2025-11-12,371.46,14.31,6.38,9.24,0,0.0,360.01
ORD0008910,2025-11-12,192.53,8.55,2.41,5.73,0,0.0,187.3
ORD0008911,2025-11-12,48.28,1.01,0.84,1.88,0,0.0,48.31
ORD0008912,2025-11-12,73.25,1.74,0.86,1.71,0,0.0,72.36
ORD0008913,2025-11-12,100.25,3.42,1.86,3.89,0,0.0,98.86
ORD0008914,2025-11-12,419.01,8.91,5.05,3.31,0,0.0,408.36
ORD0008915,2025-11-12,366.0,7.55,4.64,4.08,0,0.0,357.89
ORD0008916,2025-11-12,386.66,14.49,6.46,2.25,0,0.0,367.96
ORD0008917,2025-11-12,456.48,16.83,6.09,9.89,0,0.0,443.45
ORD0008918,2025-11-12,165.25,7.3,2.16,0.86,0,0.0,156.65
ORD0008919,2025-11-12,376.68,8.41,4.0,7.39,0,0.0,371.66
ORD0008920,2025-11-12,195.0,9.15,3.55,5.68,0,0.0,187.98
ORD0008921,2025-11-12,397.13,8.16,5.8,5.56,0,0.0,388.73
ORD0008922,2025-11-12,354.03,10.28,4.93,6.13,0,0.0,344.95
ORD0008923,2025-11-12,495.1,10.62,6.17,9.04,0,0.0,487.35
ORD0008924,2025-11-13,43.11,1.67,0.85,2.68,0,0.0,43.27
ORD0008925,2025-11-13,339.23,14.29,5.04,3.9,0,0.0,323.8
ORD0008926,2025-11-13,131.77,2.7,1.43,9.31,0,0.0,136.95
ORD0008927,2025-11-13,331.38,6.64,4.15,6.3,0,0.0,326.89
ORD0008928,2025-11-13,475.69,11.92,8.33,2.88,0,0.0,458.32
ORD0008929,2025-11-13,295.99,14.63,2.96,0.86,0,0.0,279.26
ORD0008930,2025-11-13,229.72,6.95,2.97,4.89,0,0.0,224.69
ORD0008931,2025-11-13,432.15,16.75,5.92,5.91,0,0.0,415.39
ORD0008932,2025-11-13,242.53,7.09,4.34,6.68,0,0.0,237.78
ORD0008933,2025-11-13,290.84,10.07,4.18,1.65,0,0.0,278.24
ORD0008934,2025-11-13,167.4,5.55,2.55,7.06,0,0.0,166.36
ORD0008935,2025-11-13,283.68,7.27,4.74,3.63,0,0.0,275.3
ORD0008936,2025-11-13,363.59,11.18,6.49,9.44,0,0.0,355.36
ORD0008937,2025-11-13,264.46,6.8,3.54,6.53,0,0.0,260.65
ORD0008938,2025-11-13,121.2,3.44,1.42,9.18,0,0.0,125.52
ORD0008939,2025-11-13,29.43,0.96,0.35,0.3,0,0.0,28.42
ORD0008940,2025-11-13,124.64,5.47,1.45,9.03,0,0.0,126.75
ORD0008941,2025-11-13,428.12,11.09,4.77,8.78,1,33.19,387.85
ORD0008942,2025-11-13,480.44,12.43,6.92,5.11,0,0.0,466.2
ORD0008943,2025-11-13,289.96,7.95,3.43,9.76,0,0.0,288.34
ORD0008944,2025-11-13,417.96,18.26,7.45,7.49,0,0.0,399.74
ORD0008945,2025-11-13,42.55,1.17,0.43,9.95,0,0.0,50.9
ORD0008946,2025-11-13,429.72,19.16,8.39,7.56,1,191.08,218.65
ORD0008947,2025-11-13,157.86,4.69,1.6,9.15,0,0.0,160.72
ORD0008948,2025-11-13,104.22,3.03,1.38,1.97,0,0.0,101.78
ORD0008949,2025-11-13,153.0,4.8,2.68,1.97,0,0.0,147.49
ORD0008950,2025-11-13,259.05,8.66,4.85,5.08,1,146.11,104.51
ORD0008951,2025-11-13,302.03,9.84,3.28,7.29,0,0.0,296.2
ORD0008952,2025-11-13,23.34,0.74,0.42,2.65,0,0.0,24.83
ORD0008953,2025-11-13,184.64,9.22,3.23,4.17,0,0.0,176.36
ORD0008954,2025-11-13,358.14,14.61,5.23,1.72,0,0.0,340.02
ORD0008955,2025-11-13,380.15,17.66,6.18,9.26,0,0.0,365.57
ORD0008956,2025-11-13,132.5,6.2,1.81,7.44,0,0.0,131.93
ORD0008957,2025-11-13,138.31,4.54,1.81,0.38,0,0.0,132.34
ORD0008958,2025-11-13,346.24,14.98,3.58,0.22,0,0.0,327.9
ORD0008959,2025-11-13,312.6,10.67,3.15,9.94,0,0.0,308.72
ORD0008960,2025-11-13,258.64,9.79,3.95,3.96,0,0.0,248.86
ORD0008961,2025-11-13,282.34,11.87,2.86,6.02,0,0.0,273.63
ORD0008962,2025-11-13,259.74,9.73,2.92,9.48,1,94.95,161.62
ORD0008963,2025-11-13,215.46,7.59,2.36,9.56,0,0.0,215.07
ORD0008964,2025-11-13,398.18,8.11,6.5,0.96,0,0.0,384.53
ORD0008965,2025-11-13,446.52,21.92,7.45,6.35,0,0.0,423.5
ORD0008966,2025-11-13,327.12,6.92,5.74,9.93,0,0.0,324.39
ORD0008967,2025-11-13,149.48,3.53,2.95,1.8,0,0.0,144.8
ORD0008968,2025-11-13,487.72,10.38,9.66,6.63,0,0.0,474.31
ORD0008969,2025-11-13,62.35,2.42,0.75,7.74,0,0.0,66.92
ORD0008970,2025-11-13,476.99,13.87,6.45,0.76,0,0.0,457.43
ORD0008971,2025-11-13,286.88,13.43,4.48,3.87,0,0.0,272.84
ORD0008972,2025-11-13,360.88,13.63,3.77,2.05,0,0.0,345.53
ORD0008973,2025-11-13,223.3,9.7,2.66,0.57,0,0.0,211.51
ORD0008974,2025-11-13,191.4,4.66,3.55,0.99,0,0.0,184.18
ORD0008975,2025-11-13,127.19,4.11,1.79,3.42,0,0.0,124.71
ORD0008976,2025-11-13,73.88,2.86,1.1,5.79,0,0.0,75.71
ORD0008977,2025-11-13,170.13,4.36,2.95,9.54,0,0.0,172.36
ORD0008978,2025-11-13,142.17,4.47,2.57,9.36,0,0.0,144.49
ORD0008979,2025-11-13,276.18,11.77,5.15,8.72,1,9.12,258.86
ORD0008980,2025-11-13,431.47,17.46,8.18,7.71,0,0.0,413.54
ORD0008981,2025-11-13,60.13,2.83,0.78,0.41,0,0.0,56.93
ORD0008982,2025-11-13,378.55,13.91,6.24,4.06,0,0.0,362.46
ORD0008983,2025-11-13,148.42,3.89,1.65,7.79,0,0.0,150.67
ORD0008984,2025-11-13,327.72,15.19,6.45,9.67,0,0.0,315.75
ORD0008985,2025-11-14,156.86,4.63,2.03,2.6,0,0.0,152.8
ORD0008986,2025-11-14,299.59,14.25,3.48,1.92,0,0.0,283.78
ORD0008987,2025-11-14,288.15,8.11,3.7,1.53,0,0.0,277.87
ORD0008988,2025-11-14,271.33,8.41,3.9,6.49,0,0.0,265.51
ORD0008989,2025-11-14,450.76,21.47,5.52,8.66,0,0.0,432.43
ORD0008990,2025-11-14,273.3,6.85,3.65,9.88,0,0.0,272.68
ORD0008991,2025-11-14,146.55,6.65,2.05,2.15,0,0.0,140.0
ORD0008992,2025-11-14,356.94,8.76,6.26,6.74,0,0.0,348.66
ORD0008993,2025-11-14,147.13,5.13,2.73,0.78,0,0.0,140.05
ORD0008994,2025-11-14,60.01,2.77,1.1,2.39,0,0.0,58.53
ORD0008995,2025-11-14,302.55,7.5,3.61,8.47,0,0.0,299.91
ORD0008996,2025-11-14,85.99,1.82,1.56,9.42,0,0.0,92.03
ORD0008997,2025-11-14,362.82,9.86,5.95,9.71,0,0.0,356.72
ORD0008998,2025-11-14,230.33,6.42,2.85,4.64,0,0.0,225.7
ORD0008999,2025-11-14,435.78,14.04,6.0,7.36,0,0.0,423.1
ORD0009000,2025-11-14,214.27,9.07,2.88,3.69,0,0.0,206.01
ORD0009001,2025-11-14,210.17,4.51,3.02,7.01,0,0.0,209.65
ORD0009002,2025-11-14,225.85,8.39,4.17,1.52,0,0.0,214.81
ORD0009003,2025-11-14,362.59,15.14,5.12,1.22,0,0.0,343.55
ORD0009004,2025-11-14,94.49,4.18,1.0,9.84,0,0.0,99.15
ORD0009005,2025-11-14,183.83,9.01,3.19,3.12,0,0.0,174.75
ORD0009006,2025-11-14,148.58,6.65,2.66,8.97,0,0.0,148.24
ORD0009007,2025-11-14,206.22,4.76,3.24,0.23,0,0.0,198.45
ORD0009008,2025-11-14,457.6,11.57,6.75,8.31,0,0.0,447.59
ORD0009009,2025-11-14,323.04,13.44,5.72,9.37,0,0.0,313.25
ORD0009010,2025-11-14,261.57,6.89,2.67,0.16,0,0.0,252.17
ORD0009011,2025-11-14,81.92,2.25,1.3,3.89,0,0.0,82.26
ORD0009012,2025-11-14,296.61,13.49,5.79,8.08,0,0.0,285.41
ORD0009013,2025-11-14,403.39,13.65,7.24,0.04,0,0.0,382.54
ORD0009014,2025-11-14,193.25,6.17,2.46,3.05,0,0.0,187.67
ORD0009015,2025-11-14,453.38,15.45,8.69,2.58,0,0.0,431.82
ORD0009016,2025-11-14,188.7,5.23,2.27,1.34,0,0.0,182.54
ORD0009017,2025-11-14,97.02,2.2,1.5,0.88,0,0.0,94.2
ORD0009018,2025-11-14,417.31,20.58,6.78,2.49,0,0.0,392.44
ORD0009019,2025-11-14,291.48,8.38,3.01,2.0,0,0.0,282.09
ORD0009020,2025-11-14,268.06,9.48,3.02,9.74,1,125.8,139.5
ORD0009021,2025-11-14,464.33,10.1,7.17,0.22,0,0.0,447.28
ORD0009022,2025-11-14,415.9,10.18,4.91,1.3,0,0.0,402.11
ORD0009023,2025-11-14,496.51,11.45,7.05,8.07,0,0.0,486.08
ORD0009024,2025-11-14,352.0,7.58,6.0,7.62,0,0.0,346.04
ORD0009025,2025-11-14,298.21,11.79,4.85,4.68,0,0.0,286.25
ORD0009026,2025-11-14,278.64,5.71,5.22,3.85,0,0.0,271.56
ORD0009027,2025-11-14,190.88,6.43,3.67,3.46,0,0.0,184.24
ORD0009028,2025-11-14,106.85,4.27,2.06,9.73,0,0.0,110.25
ORD0009029,2025-11-14,416.06,12.85,5.79,8.67,0,0.0,406.09
ORD0009030,2025-11-14,23.18,0.57,0.26,2.62,0,0.0,24.97
ORD0009031,2025-11-14,446.17,11.91,7.44,4.61,0,0.0,431.43
ORD0009032,2025-11-14,145.99,3.59,2.8,7.46,0,0.0,147.06
ORD0009033,2025-11-14,134.91,3.89,2.39,8.25,0,0.0,136.88
ORD0009034,2025-11-14,23.39,0.72,0.4,1.22,1,176.29,-152.8
ORD0009035,2025-11-14,192.8,6.15,3.48,9.56,0,0.0,192.73
ORD0009036,2025-11-14,62.63,1.67,0.88,8.19,0,0.0,68.27
ORD0009037,2025-11-14,108.58,2.93,1.63,5.04,0,0.0,109.06
ORD0009038,2025-11-14,350.39,13.73,4.2,5.01,0,0.0,337.47
ORD0009039,2025-11-14,219.36,4.54,3.67,5.07,0,0.0,216.22
ORD0009040,2025-11-14,25.25,0.84,0.34,8.16,0,0.0,32.23
ORD0009041,2025-11-14,172.1,8.24,2.18,5.46,0,0.0,167.14
ORD0009042,2025-11-14,22.94,0.98,0.29,8.13,0,0.0,29.8
ORD0009043,2025-11-14,459.29,13.77,6.94,8.64,0,0.0,447.22
ORD0009044,2025-11-14,433.03,15.79,6.67,7.02,0,0.0,417.59
ORD0009045,2025-11-14,189.57,9.38,3.46,0.47,0,0.0,177.2
ORD0009046,2025-11-14,135.42,5.62,2.6,4.48,0,0.0,131.68
ORD0009047,2025-11-14,71.32,2.69,0.93,2.56,0,0.0,70.26
ORD0009048,2025-11-14,358.49,13.18,4.77,0.43,0,0.0,340.97
ORD0009049,2025-11-14,77.81,3.64,1.0,6.49,0,0.0,79.66
ORD0009050,2025-11-14,341.38,8.82,4.44,5.13,0,0.0,333.25
ORD0009051,2025-11-14,144.01,5.38,2.49,0.61,0,0.0,136.75
ORD0009052,2025-11-14,370.06,11.29,6.03,6.22,0,0.0,358.96
ORD0009053,2025-11-14,208.75,7.11,2.25,1.9,0,0.0,201.29
ORD0009054,2025-11-14,85.68,1.82,1.35,9.37,0,0.0,91.88
ORD0009055,2025-11-14,153.14,6.71,2.83,6.97,0,0.0,150.57
ORD0009056,2025-11-14,351.23,8.97,3.72,0.04,0,0.0,338.58
ORD0009057,2025-11-14,348.84,12.87,6.65,8.71,0,0.0,338.03
ORD0009058,2025-11-14,306.68,14.63,3.85,0.65,0,0.0,288.85
ORD0009059,2025-11-14,175.16,4.86,2.33,0.12,0,0.0,168.09
ORD0009060,2025-11-14,324.92,9.69,4.55,3.95,0,0.0,314.63
ORD0009061,2025-11-14,40.26,1.3,0.46,1.56,0,0.0,40.06
ORD0009062,2025-11-14,310.05,11.26,3.41,8.18,0,0.0,303.56
ORD0009063,2025-11-14,395.02,10.63,4.9,9.45,0,0.0,388.94
ORD0009064,2025-11-14,86.34,3.64,0.87,7.83,0,0.0,89.66
ORD0009065,2025-11-14,411.91,16.02,6.5,3.68,0,0.0,393.07
ORD0009066,2025-11-14,454.4,10.36,5.16,2.92,0,0.0,441.8
ORD0009067,2025-11-14,480.33,16.95,5.25,3.43,0,0.0,461.56
ORD0009068,2025-11-14,34.42,1.06,0.54,0.87,0,0.0,33.69
ORD0009069,2025-11-14,449.9,13.73,7.17,9.04,0,0.0,438.04
ORD0009070,2025-11-14,50.45,2.5,0.84,2.44,0,0.0,49.55
ORD0009071,2025-11-14,202.12,6.5,3.04,2.5,0,0.0,195.08
ORD0009072,2025-11-14,283.22,5.87,5.34,7.16,0,0.0,279.17
ORD0009073,2025-11-14,126.42,3.87,1.42,6.18,0,0.0,127.31
ORD0009074,2025-11-14,185.4,7.04,3.31,9.59,0,0.0,184.64
ORD0009075,2025-11-14,455.87,16.34,6.43,9.81,0,0.0,442.91
ORD0009076,2025-11-14,104.04,2.32,1.98,4.17,0,0.0,103.91
ORD0009077,2025-11-14,278.62,6.98,3.44,9.21,0,0.0,277.41
ORD0009078,2025-11-14,416.95,17.96,8.12,9.55,0,0.0,400.42
ORD0009079,2025-11-14,135.73,2.74,2.53,8.56,0,0.0,139.02
ORD0009080,2025-11-14,468.84,12.62,5.5,9.33,0,0.0,460.05
ORD0009081,2025-11-14,490.45,24.24,7.04,6.0,0,0.0,465.17
ORD0009082,2025-11-14,147.72,5.86,1.84,1.14,0,0.0,141.16
ORD0009083,2025-11-14,247.04,6.76,2.82,8.6,0,0.0,246.06
ORD0009084,2025-11-14,25.39,0.66,0.35,3.08,0,0.0,27.46
ORD0009085,2025-11-14,481.16,15.64,7.39,9.25,1,15.04,452.34
ORD0009086,2025-11-14,85.9,3.38,1.2,5.19,0,0.0,86.51
ORD0009087,2025-11-14,225.35,5.66,3.0,4.9,0,0.0,221.59
ORD0009088,2025-11-14,342.88,14.55,4.55,8.31,0,0.0,332.09
ORD0009089,2025-11-14,332.26,7.06,3.86,3.88,1,118.7,206.52
ORD0009090,2025-11-14,333.23,8.6,4.07,1.06,0,0.0,321.62
ORD0009091,2025-11-14,28.22,1.06,0.43,7.84,0,0.0,34.57
ORD0009092,2025-11-14,372.41,15.34,4.32,2.91,0,0.0,355.66
ORD0009093,2025-11-14,378.08,15.19,6.92,8.46,0,0.0,364.43
ORD0009094,2025-11-14,281.78,7.85,4.89,9.16,0,0.0,278.2
ORD0009095,2025-11-14,371.06,11.71,7.38,3.92,0,0.0,355.89
ORD0009096,2025-11-14,20.29,0.43,0.27,6.7,0,0.0,26.29
ORD0009097,2025-11-14,99.78,2.0,1.18,0.18,0,0.0,96.78
ORD0009098,2025-11-14,55.64,1.81,0.6,7.94,0,0.0,61.17
ORD0009099,2025-11-14,170.18,6.18,2.3,4.59,0,0.0,166.29
ORD0009100,2025-11-14,117.73,5.25,2.26,2.64,0,0.0,112.86
ORD0009101,2025-11-14,109.32,5.34,1.74,8.75,0,0.0,110.99
ORD0009102,2025-11-14,221.39,8.41,4.34,4.09,0,0.0,212.73
ORD0009103,2025-11-14,319.34,14.21,6.11,8.23,0,0.0,307.25
ORD0009104,2025-11-14,280.84,6.72,3.87,4.21,0,0.0,274.46
ORD0009105,2025-11-14,421.72,18.77,6.06,9.5,0,0.0,406.39
ORD0009106,2025-11-14,209.03,5.77,2.72,6.7,0,0.0,207.24
ORD0009107,2025-11-14,215.72,6.97,3.76,6.67,0,0.0,211.66
ORD0009108,2025-11-14,25.14,0.52,0.39,1.24,0,0.0,25.47
ORD0009109,2025-11-14,384.9,13.1,4.09,7.48,0,0.0,375.19
ORD0009110,2025-11-14,309.08,12.22,5.93,5.2,1,132.59,163.54
ORD0009111,2025-11-14,80.39,2.22,1.44,7.18,0,0.0,83.91
ORD0009112,2025-11-14,111.99,4.96,2.16,8.67,0,0.0,113.54
ORD0009113,2025-11-14,102.15,4.88,1.28,7.03,0,0.0,103.02
ORD0009114,2025-11-14,215.61,8.0,3.78,4.99,0,0.0,208.82
ORD0009115,2025-11-14,38.24,1.04,0.62,8.52,0,0.0,45.1
ORD0009116,2025-11-14,393.76,16.21,4.42,7.38,0,0.0,380.51
ORD0009117,2025-11-15,96.52,4.11,1.09,9.25,0,0.0,100.57
ORD0009118,2025-11-15,463.87,16.5,4.65,3.9,0,0.0,446.62
ORD0009119,2025-11-15,471.93,17.94,5.34,1.92,0,0.0,450.57
ORD0009120,2025-11-15,185.56,9.14,2.35,0.75,0,0.0,174.82
ORD0009121,2025-11-15,390.68,11.9,6.55,0.35,0,0.0,372.58
ORD0009122,2025-11-15,462.56,12.22,6.16,6.45,0,0.0,450.63
ORD0009123,2025-11-15,461.23,22.63,8.85,6.81,0,0.0,436.56
ORD0009124,2025-11-15,74.9,3.56,1.3,6.59,0,0.0,76.63
ORD0009125,2025-11-15,100.53,2.03,2.0,3.14,0,0.0,99.64
ORD0009126,2025-11-15,255.4,8.19,4.25,7.93,0,0.0,250.89
ORD0009127,2025-11-15,285.0,11.98,2.91,8.4,0,0.0,278.51
ORD0009128,2025-11-15,185.17,4.69,2.13,6.03,0,0.0,184.38
ORD0009129,2025-11-15,56.78,1.19,0.72,6.15,0,0.0,61.02
ORD0009130,2025-11-15,226.15,4.77,3.85,1.92,0,0.0,219.45
ORD0009131,2025-11-15,154.94,5.72,2.55,8.58,0,0.0,155.25
ORD0009132,2025-11-15,234.88,6.32,2.83,0.85,0,0.0,226.58
ORD0009133,2025-11-15,151.19,4.19,2.57,8.02,0,0.0,152.45
ORD0009134,2025-11-15,229.24,4.69,2.93,4.19,0,0.0,225.81
ORD0009135,2025-11-15,302.29,12.63,5.04,0.98,0,0.0,285.6
ORD0009136,2025-11-15,192.97,8.74,2.53,0.61,0,0.0,182.31
ORD0009137,2025-11-15,121.11,5.09,1.47,9.88,0,0.0,124.43
ORD0009138,2025-11-15,210.36,5.07,3.14,5.69,0,0.0,207.84
ORD0009139,2025-11-15,145.04,7.07,2.87,4.44,0,0.0,139.54
ORD0009140,2025-11-15,50.82,2.48,0.84,9.25,0,0.0,56.75
ORD0009141,2025-11-15,324.23,9.01,4.38,4.63,0,0.0,315.47
ORD0009142,2025-11-15,324.25,16.05,4.92,8.47,0,0.0,311.75
ORD0009143,2025-11-15,172.65,5.75,2.48,8.54,0,0.0,172.96
ORD0009144,2025-11-15,480.44,10.21,4.95,7.5,0,0.0,472.78
ORD0009145,2025-11-15,398.73,14.86,6.68,0.95,1,25.24,352.9
ORD0009146,2025-11-15,453.16,16.22,5.46,9.55,0,0.0,441.03
ORD0009147,2025-11-15,245.32,11.22,3.76,6.27,0,0.0,236.61
ORD0009148,2025-11-15,271.42,8.32,2.91,4.09,0,0.0,264.28
ORD0009149,2025-11-15,351.88,15.13,6.3,7.66,0,0.0,338.11
ORD0009150,2025-11-15,302.28,13.18,3.08,0.74,0,0.0,286.76
ORD0009151,2025-11-15,340.75,7.17,4.5,1.78,0,0.0,330.86
ORD0009152,2025-11-15,227.57,9.15,3.15,6.78,0,0.0,222.05
ORD0009153,2025-11-15,83.77,2.88,1.48,6.3,1,149.32,-63.61
ORD0009154,2025-11-15,409.78,10.68,8.09,5.24,0,0.0,396.25
ORD0009155,2025-11-15,205.93,6.69,2.45,6.75,0,0.0,203.54
ORD0009156,2025-11-15,312.02,14.26,3.55,9.5,0,0.0,303.71
ORD0009157,2025-11-15,197.13,8.02,3.2,1.3,0,0.0,187.21
ORD0009158,2025-11-15,251.45,9.76,3.06,3.43,0,0.0,242.06
ORD0009159,2025-11-15,326.7,7.33,3.35,2.93,1,112.04,206.91
ORD0009160,2025-11-15,297.68,11.91,3.67,9.35,0,0.0,291.45
ORD0009161,2025-11-15,87.65,3.75,1.08,1.87,0,0.0,84.69
ORD0009162,2025-11-15,133.0,6.45,2.06,3.68,0,0.0,128.17
ORD0009163,2025-11-15,103.46,4.55,1.5,9.06,0,0.0,106.47
ORD0009164,2025-11-15,296.43,6.64,3.95,6.7,0,0.0,292.54
ORD0009165,2025-11-15,209.4,10.12,2.7,0.31,0,0.0,196.89
ORD0009166,2025-11-15,138.28,6.05,1.75,9.6,0,0.0,140.08
ORD0009167,2025-11-15,41.16,0.83,0.77,0.6,0,0.0,40.16
ORD0009168,2025-11-15,388.42,16.07,5.67,5.22,0,0.0,371.9
ORD0009169,2025-11-15,45.94,1.34,0.85,2.42,0,0.0,46.17
ORD0009170,2025-11-15,202.76,7.74,4.05,6.32,0,0.0,197.29
ORD0009171,2025-11-15,238.77,6.8,3.57,2.84,0,0.0,231.24
ORD0009172,2025-11-15,237.46,9.95,4.58,8.18,1,8.53,222.58
ORD0009173,2025-11-15,86.48,2.21,1.02,5.65,0,0.0,88.9
ORD0009174,2025-11-15,360.54,16.24,4.72,3.13,0,0.0,342.71
ORD0009175,2025-11-15,129.04,2.86,2.14,8.66,0,0.0,132.7
ORD0009176,2025-11-15,321.95,6.67,3.99,7.77,0,0.0,319.06
